Unnamed: 13,allowed_keys,date,expName,frameRate,img,limit_chars,participant,que,resp,trials.thisIndex,trials.thisN,trials.thisRepN,trials.thisTrialN
,[],2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides6.jpg,"[1, 140]",27,faculty,תילגנאו היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides7.jpg,"[1, 3]",27,gpa,100,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides2.jpg,"[1, 1]",27,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides3.jpg,"[1, 2]",27,age,20,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides4.jpg,"[3, 3]",27,sat,684,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides8.jpg,"[1, 1]",27,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides9.jpg,"[1, 1]",27,adhd,2,9,9,0,9
,[],2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides10.jpg,"[1, 140]",27,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides11.jpg,"[1, 1]",27,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides13.jpg,"[1, 1]",27,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_06_1516,demog_exp,120.864336833,Slides\Slides12.jpg,"[1, 1]",27,credit_or_payment,1,13,13,0,13
,['return'],2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides1.jpg,"[0, 0]",28,intro,,0,0,0,0
,[],2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides0.jpg,"[1, 140]",28,debrief,תעדוי אל ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides5.jpg,"[1, 1]",28,degree,1,2,2,0,2
,[],2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides6.jpg,"[1, 140]",28,faculty,הארוהו הקיטמתמ יגוח וד,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides7.jpg,"[1, 3]",28,gpa,88,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides2.jpg,"[1, 1]",28,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides3.jpg,"[1, 2]",28,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides4.jpg,"[3, 3]",28,sat,560,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides8.jpg,"[1, 1]",28,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides9.jpg,"[1, 1]",28,adhd,2,9,9,0,9
,[],2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides10.jpg,"[1, 140]",28,lang,תיתפרצ,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides11.jpg,"[1, 1]",28,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides13.jpg,"[1, 1]",28,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1012,demog_exp,119.997996535,Slides\Slides12.jpg,"[1, 1]",28,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides1.jpg,"[0, 0]",29,intro,,0,0,0,0
,[],2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides0.jpg,"[1, 140]",29,debrief,ףוגה לע חומה תטילש,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides5.jpg,"[1, 1]",29,degree,1,2,2,0,2
,[],2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides6.jpg,"[1, 140]",29,faculty,הריצי תונמוא ו היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides7.jpg,"[1, 3]",29,gpa,80,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides2.jpg,"[1, 1]",29,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides3.jpg,"[1, 2]",29,age,21,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides4.jpg,"[3, 3]",29,sat,620,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides8.jpg,"[1, 1]",29,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides9.jpg,"[1, 1]",29,adhd,2,9,9,0,9
,[],2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides10.jpg,"[1, 140]",29,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides11.jpg,"[1, 1]",29,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides13.jpg,"[1, 1]",29,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1021,demog_exp,119.955235326,Slides\Slides12.jpg,"[1, 1]",29,credit_or_payment,1,13,13,0,13
,['return'],2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides1.jpg,"[0, 0]",30,intro,,0,0,0,0
,[],2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides0.jpg,"[1, 140]",30,debrief,ןוכנה שקמה לע תצחול ינאש דעו רפסמה תא האור ינא רשאכ ילש תוריהמה תא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides5.jpg,"[1, 1]",30,degree,1,2,2,0,2
,[],2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides6.jpg,"[1, 140]",30,faculty,תרושקת,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides7.jpg,"[1, 3]",30,gpa,83,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides2.jpg,"[1, 1]",30,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides3.jpg,"[1, 2]",30,age,25,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides4.jpg,"[3, 3]",30,sat,400,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides8.jpg,"[1, 1]",30,dominant_hand,2,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides9.jpg,"[1, 1]",30,adhd,2,9,9,0,9
,[],2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides10.jpg,"[1, 140]",30,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides11.jpg,"[1, 1]",30,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides13.jpg,"[1, 1]",30,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1037,demog_exp,120.040751169,Slides\Slides12.jpg,"[1, 1]",30,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides1.jpg,"[0, 0]",31,intro,,0,0,0,0
,[],2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides0.jpg,"[1, 140]",31,debrief,תיביטיאוטניא תינבתל דוגינב םה םא םג ןמצע לע תורזוחש תוינבת רשקמ ינא םא תוארל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides5.jpg,"[1, 1]",31,degree,1,2,2,0,2
,[],2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides6.jpg,"[1, 140]",31,faculty,בשחמה יעדמ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides7.jpg,"[1, 3]",31,gpa,75,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides2.jpg,"[1, 1]",31,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides3.jpg,"[1, 2]",31,age,18,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides4.jpg,"[3, 3]",31,sat,586,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides8.jpg,"[1, 1]",31,dominant_hand,2,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides9.jpg,"[1, 1]",31,adhd,2,9,9,0,9
,[],2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides10.jpg,"[1, 140]",31,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides11.jpg,"[1, 1]",31,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides13.jpg,"[1, 1]",31,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1046,demog_exp,119.969918299,Slides\Slides12.jpg,"[1, 1]",31,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides1.jpg,"[0, 0]",32,intro,,0,0,0,0
,[],2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides0.jpg,"[1, 140]",32,debrief,תואיצמה תא תמאות הניאש תויקוח תריכז לש תיביטנגוק תלוכי ןיב ןיחבהל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides5.jpg,"[1, 1]",32,degree,1,2,2,0,2
,[],2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides6.jpg,"[1, 140]",32,faculty,היפרתויזיפל גוחה,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides7.jpg,"[1, 3]",32,gpa,83,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides2.jpg,"[1, 1]",32,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides3.jpg,"[1, 2]",32,age,22,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides4.jpg,"[3, 3]",32,sat,711,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides8.jpg,"[1, 1]",32,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides9.jpg,"[1, 1]",32,adhd,2,9,9,0,9
,[],2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides10.jpg,"[1, 140]",32,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides11.jpg,"[1, 1]",32,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides13.jpg,"[1, 1]",32,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1110,demog_exp,120.168751563,Slides\Slides12.jpg,"[1, 1]",32,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides1.jpg,"[0, 0]",33,intro,,0,0,0,0
,[],2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides0.jpg,"[1, 140]",33,debrief,בשק,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides5.jpg,"[1, 1]",33,degree,1,2,2,0,2
,[],2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides6.jpg,"[1, 140]",33,faculty,ספיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides7.jpg,"[1, 3]",33,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides2.jpg,"[1, 1]",33,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides3.jpg,"[1, 2]",33,age,24,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides4.jpg,"[3, 3]",33,sat,712,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides8.jpg,"[1, 1]",33,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides9.jpg,"[1, 1]",33,adhd,1,9,9,0,9
,[],2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides10.jpg,"[1, 140]",33,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides11.jpg,"[1, 1]",33,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides13.jpg,"[1, 1]",33,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1129,demog_exp,119.944558996,Slides\Slides12.jpg,"[1, 1]",33,credit_or_payment,1,13,13,0,13
,['return'],2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides1.jpg,"[0, 0]",34,intro,,0,0,0,0
,[],2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides0.jpg,"[1, 140]",34,debrief,תורחא תולועפב היפצ וא םירפסמה תאירק .ונלש תובוגתו תולועפ לע רתוי עיפשמ המ קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides5.jpg,"[1, 1]",34,degree,1,2,2,0,2
,[],2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides6.jpg,"[1, 140]",34,faculty,היפוסוליפ היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides7.jpg,"[1, 3]",34,gpa,100,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides2.jpg,"[1, 1]",34,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides3.jpg,"[1, 2]",34,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides4.jpg,"[3, 3]",34,sat,650,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides8.jpg,"[1, 1]",34,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides9.jpg,"[1, 1]",34,adhd,2,9,9,0,9
,[],2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides10.jpg,"[1, 140]",34,lang,תיסור,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides11.jpg,"[1, 1]",34,sight,2,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides13.jpg,"[1, 1]",34,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1133,demog_exp,119.979301052,Slides\Slides12.jpg,"[1, 1]",34,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides1.jpg,"[0, 0]",35,intro,,0,0,0,0
,[],2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides0.jpg,"[1, 140]",35,debrief,תונריע תקידב ,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides5.jpg,"[1, 1]",35,degree,0,2,2,0,2
,[],2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides6.jpg,"[1, 140]",35,faculty,ןובשח תייאר תרגוב,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides7.jpg,"[1, 3]",35,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides2.jpg,"[1, 1]",35,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides3.jpg,"[1, 2]",35,age,41,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides4.jpg,"[3, 3]",35,sat,585,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides8.jpg,"[1, 1]",35,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides9.jpg,"[1, 1]",35,adhd,2,9,9,0,9
,[],2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides10.jpg,"[1, 140]",35,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides11.jpg,"[1, 1]",35,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides13.jpg,"[1, 1]",35,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1155,demog_exp,119.985940278,Slides\Slides12.jpg,"[1, 1]",35,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides1.jpg,"[0, 0]",36,intro,,0,0,0,0
,[],2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides0.jpg,"[1, 140]",36,debrief,ונלש הבוגתה לע תועיפשמ הנומתבש תועבצאה תועונתו םיעיפומ םירפסמה ובש דצה םא קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides5.jpg,"[1, 1]",36,degree,1,2,2,0,2
,[],2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides6.jpg,"[1, 140]",36,faculty,הביבס ידומילו היפרגואיג,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides7.jpg,"[1, 3]",36,gpa,90,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides2.jpg,"[1, 1]",36,sex,1,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides3.jpg,"[1, 2]",36,age,26,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides4.jpg,"[3, 3]",36,sat,501,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides8.jpg,"[1, 1]",36,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides9.jpg,"[1, 1]",36,adhd,2,9,9,0,9
,[],2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides10.jpg,"[1, 140]",36,lang,תיברע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides11.jpg,"[1, 1]",36,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides13.jpg,"[1, 1]",36,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1201,demog_exp,119.918802933,Slides\Slides12.jpg,"[1, 1]",36,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides1.jpg,"[0, 0]",37,intro,,0,0,0,0
,[],2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides0.jpg,"[1, 140]",37,debrief,רפסמל הנומת ןיב הדרפה ץתלוכי קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides5.jpg,"[1, 1]",37,degree,1,2,2,0,2
,[],2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides6.jpg,"[1, 140]",37,faculty,היגולוכיספ,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides7.jpg,"[1, 3]",37,gpa,0,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides2.jpg,"[1, 1]",37,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides3.jpg,"[1, 2]",37,age,23,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides4.jpg,"[3, 3]",37,sat,650,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides8.jpg,"[1, 1]",37,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides9.jpg,"[1, 1]",37,adhd,2,9,9,0,9
,[],2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides10.jpg,"[1, 140]",37,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides11.jpg,"[1, 1]",37,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides13.jpg,"[1, 1]",37,color_blind,1,12,12,0,12
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1245,demog_exp,119.809971124,Slides\Slides12.jpg,"[1, 1]",37,credit_or_payment,2,13,13,0,13
,['return'],2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides1.jpg,"[0, 0]",38,intro,,0,0,0,0
,[],2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides0.jpg,"[1, 140]",38,debrief,ונביבס םייתעונת םייוריגמ תעפשומ זכרתהל ונלש תלוכיה דציכ קודבל,1,1,0,1
,"['0', '1', '2', '3', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides5.jpg,"[1, 1]",38,degree,1,2,2,0,2
,[],2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides6.jpg,"[1, 140]",38,faculty,דועיסל גוחה,3,3,0,3
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides7.jpg,"[1, 3]",38,gpa,90,4,4,0,4
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides2.jpg,"[1, 1]",38,sex,2,5,5,0,5
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides3.jpg,"[1, 2]",38,age,24,6,6,0,6
,"['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides4.jpg,"[3, 3]",38,sat,580,7,7,0,7
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides8.jpg,"[1, 1]",38,dominant_hand,1,8,8,0,8
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides9.jpg,"[1, 1]",38,adhd,2,9,9,0,9
,[],2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides10.jpg,"[1, 140]",38,lang,תירבע,10,10,0,10
,"['1', '2', '3', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides11.jpg,"[1, 1]",38,sight,1,11,11,0,11
,"['1', '2', 'return', 'backspace']",2018_Dec_11_1317,demog_exp,120.005120164,Slides\Slides13.jpg,"[1, 1]",38,color_blind,1,12,12,0,12
